"Azure Monitor Documentation","Azure Monitor Documentation","","Azure Monitor Documentation","index.yml","","index.yml"
"Reference","Reference\Azure PowerShell\Monitor","Reference\Azure PowerShell\","Monitor","/powershell/module/az.applicationinsights","app/","/powershell/module/az.applicationinsights"
"Reference","Reference\Azure PowerShell\Logs","Reference\Azure PowerShell\","Logs","/powershell/module/az.operationalinsights","app/","/powershell/module/az.operationalinsights"
"Reference","Reference\REST API\Monitor","Reference\REST API\","Monitor","/rest/api/monitor/","app/","/rest/api/monitor/"
"Reference","Reference\REST API\Logs","Reference\REST API\","Logs","/rest/api/loganalytics ","app/","/rest/api/loganalytics"
"Reference","Reference\Resource Manager template\Monitor","Reference\Resource Manager template\","Monitor","/azure/templates/microsoft.insights/allversions","app/","/azure/templates/microsoft.insights/allversions"
"Reference","Reference\Resource Manager template\Logs","Reference\Resource Manager template\","Logs","/azure/templates/microsoft.operationalinsights/allversions","app/","/azure/templates/microsoft.operationalinsights/allversions"
"Reference","Reference\Metrics\Supported metrics","Reference\Metrics\","Supported metrics","platform/metrics-supported.md","platform/","metrics-supported.md"
"Reference","Reference\Metrics\Supported metrics for newer alerts","Reference\Metrics\","Supported metrics for newer alerts","platform/alerts-metric-near-real-time.md","platform/","alerts-metric-near-real-time.md"
"Reference","Reference\Schemas\Diagnostic logs services, categories, and schemas","Reference\Schemas\","Diagnostic logs services, categories, and schemas","platform/diagnostic-logs-schema.md","platform/","diagnostic-logs-schema.md"
"Reference","Reference\Schemas\Azure Diagnostics extension schema","Reference\Schemas\","Azure Diagnostics extension schema","platform/diagnostics-extension-schema.md","platform/","diagnostics-extension-schema.md"
"Reference","Reference\Schemas\Azure Diagnostics extension schema\1.3 and later","Reference\Schemas\Azure Diagnostics extension schema\","1.3 and later","platform/diagnostics-extension-schema-1dot3.md","platform/","diagnostics-extension-schema-1dot3.md"
"Reference","Reference\Schemas\Azure Diagnostics extension schema\1.2","Reference\Schemas\Azure Diagnostics extension schema\","1.2","platform/diagnostics-extension-schema-1dot2.md","platform/","diagnostics-extension-schema-1dot2.md"
"Reference","Reference\Schemas\Azure Diagnostics extension schema\1.0","Reference\Schemas\Azure Diagnostics extension schema\","1.0","platform/diagnostics-extension-schema-1dot0.md","platform/","diagnostics-extension-schema-1dot0.md"
"Reference","Reference\Feature and API Retirement\Classic autoscale & metrics API","Reference\Feature and API Retirement\","Classic autoscale & metrics API","./platform/classic-api-retirement-metrics-autoscale.md ","platform/","./platform/classic-api-retirement-metrics-autoscale.md"
"Reference","Reference\Feature and API Retirement\Classic alerting & monitoring","Reference\Feature and API Retirement\","Classic alerting & monitoring","platform/monitoring-classic-retirement.md","platform/","monitoring-classic-retirement.md"
"Reference","Reference\Feature and API Retirement\Extend alerts from Log Analytics to Azure","Reference\Feature and API Retirement\","Extend alerts from Log Analytics to Azure","platform/alerts-extend.md","platform/","alerts-extend.md"
"Reference","Reference\Feature and API Retirement\Copy alerts from OMS portal to Azure portal","Reference\Feature and API Retirement\","Copy alerts from OMS portal to Azure portal","platform/alerts-extend-tool.md","platform/","alerts-extend-tool.md"
"Reference","Reference\Feature and API Retirement\Switch log alert API preference","Reference\Feature and API Retirement\","Switch log alert API preference","platform/alerts-log-api-switch.md","platform/","alerts-log-api-switch.md"
"Resources","Resources\Azure Roadmap","Resources\","Azure Roadmap","https://azure.microsoft.com/roadmap/","platform/","https://azure.microsoft.com/roadmap/"
"Resources","Resources\Pricing","Resources\","Pricing","https://azure.microsoft.com/pricing/details/log-analytics/","platform/","https://azure.microsoft.com/pricing/details/log-analytics/"
"Resources","Resources\Pricing calculator","Resources\","Pricing calculator","https://azure.microsoft.com/pricing/calculator/","platform/","https://azure.microsoft.com/pricing/calculator/"
"Resources","Resources\News\Application Insights service updates","Resources\News\","Application Insights service updates","https://azure.microsoft.com/updates/","platform/","https://azure.microsoft.com/updates/"
"Resources","Resources\News\Log Analytics service updates","Resources\News\","Log Analytics service updates","https://azure.microsoft.com/updates/","platform/","https://azure.microsoft.com/updates/"
"Resources","Resources\News\SDK release notes","Resources\News\","SDK release notes","app/release-notes.md","app/","release-notes.md"
"Resources","Resources\Windows Analytics","Resources\","Windows Analytics","https://www.microsoft.com/en-us/windowsforbusiness/windows-analytics","app/","https://www.microsoft.com/en-us/windowsforbusiness/windows-analytics"
"Resources","Resources\Regional availability","Resources\","Regional availability","https://azure.microsoft.com/regions/services/","app/","https://azure.microsoft.com/regions/services/"
"Resources","Resources\Videos","Resources\","Videos","https://azure.microsoft.com/resources/videos/index/","app/","https://azure.microsoft.com/resources/videos/index/"
"Resources","Resources\Quickstart templates","Resources\","Quickstart templates","https://azure.microsoft.com/resources/templates/","app/","https://azure.microsoft.com/resources/templates/"
"Resources","Resources\Stack Overflow","Resources\","Stack Overflow","https://stackoverflow.com/search","app/","https://stackoverflow.com/search"
"Resources","Resources\Code samples","Resources\","Code samples","https://azure.microsoft.com/resources/samples/","app/","https://azure.microsoft.com/resources/samples/"
"TBD","TBD\Correlate custom data sources","TBD\","Correlate custom data sources","app/custom-data-correlation.md","app/","custom-data-correlation.md"
"TBD","TBD\Configuration Manager","TBD\","Configuration Manager","platform/collect-sccm.md","platform/","collect-sccm.md"
"TBD","TBD\Distributed tracing","TBD\","Distributed tracing","app/distributed-tracing.md","app/","distributed-tracing.md"
"TBD","TBD\Log-based & pre-aggregated metrics","TBD\","Log-based & pre-aggregated metrics","app/pre-aggregated-metrics-log-metrics.md","app/","pre-aggregated-metrics-log-metrics.md"
